,station,date,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS,WESD,WT04,elevation,mindate,maxdate,latitude,name,datacoverage,elevationUnit,longitude
351,GHCND:USC00123206,2019-12-18T00:00:00,0.0,0.0,0.0,17.0,-50.0,-39.0,,,268.2,2008-12-01,2020-03-20,41.3415,"GARRETT, IN US",1,METERS,-85.1292
352,GHCND:USC00123206,2019-12-19T00:00:00,0.0,0.0,0.0,-39.0,-111.0,-111.0,,,268.2,2008-12-01,2020-03-20,41.3415,"GARRETT, IN US",1,METERS,-85.1292
353,GHCND:USC00123206,2019-12-20T00:00:00,0.0,0.0,0.0,11.0,-111.0,-89.0,,,268.2,2008-12-01,2020-03-20,41.3415,"GARRETT, IN US",1,METERS,-85.1292
354,GHCND:USC00123206,2019-12-21T00:00:00,0.0,0.0,0.0,11.0,-89.0,-33.0,,,268.2,2008-12-01,2020-03-20,41.3415,"GARRETT, IN US",1,METERS,-85.1292
355,GHCND:USC00123206,2019-12-22T00:00:00,0.0,0.0,0.0,89.0,-33.0,-11.0,,,268.2,2008-12-01,2020-03-20,41.3415,"GARRETT, IN US",1,METERS,-85.1292
356,GHCND:USC00123206,2019-12-23T00:00:00,0.0,0.0,0.0,122.0,-17.0,6.0,,,268.2,2008-12-01,2020-03-20,41.3415,"GARRETT, IN US",1,METERS,-85.1292
357,GHCND:USC00123206,2019-12-24T00:00:00,0.0,0.0,0.0,117.0,-17.0,0.0,,,268.2,2008-12-01,2020-03-20,41.3415,"GARRETT, IN US",1,METERS,-85.1292
358,GHCND:USC00123206,2019-12-25T00:00:00,0.0,0.0,0.0,22.0,-28.0,-28.0,,,268.2,2008-12-01,2020-03-20,41.3415,"GARRETT, IN US",1,METERS,-85.1292
359,GHCND:USC00123206,2019-12-26T00:00:00,0.0,0.0,0.0,144.0,-33.0,61.0,,,268.2,2008-12-01,2020-03-20,41.3415,"GARRETT, IN US",1,METERS,-85.1292
360,GHCND:USC00123206,2019-12-27T00:00:00,0.0,0.0,0.0,161.0,56.0,72.0,,,268.2,2008-12-01,2020-03-20,41.3415,"GARRETT, IN US",1,METERS,-85.1292
361,GHCND:USC00123206,2019-12-28T00:00:00,0.0,0.0,0.0,72.0,-6.0,-6.0,,,268.2,2008-12-01,2020-03-20,41.3415,"GARRETT, IN US",1,METERS,-85.1292
362,GHCND:USC00123206,2019-12-29T00:00:00,282.0,0.0,0.0,94.0,-6.0,94.0,,,268.2,2008-12-01,2020-03-20,41.3415,"GARRETT, IN US",1,METERS,-85.1292
363,GHCND:USC00123206,2019-12-30T00:00:00,249.0,0.0,0.0,150.0,33.0,33.0,,,268.2,2008-12-01,2020-03-20,41.3415,"GARRETT, IN US",1,METERS,-85.1292
364,GHCND:USC00123206,2019-12-31T00:00:00,10.0,0.0,0.0,33.0,-22.0,-22.0,,,268.2,2008-12-01,2020-03-20,41.3415,"GARRETT, IN US",1,METERS,-85.1292
