,station,date,DAPR,MDPR,PRCP,elevation,mindate,maxdate,latitude,name,datacoverage,elevationUnit,longitude
0,GHCND:US1INDK0020,2019-05-01T00:00:00,,,264.0,265.8,2015-05-30,2019-05-04,41.3308,"GARRETT 1.3 S, IN US",0.998,METERS,-85.131
1,GHCND:US1INDK0020,2019-05-02T00:00:00,,,8.0,265.8,2015-05-30,2019-05-04,41.3308,"GARRETT 1.3 S, IN US",0.998,METERS,-85.131
2,GHCND:US1INDK0020,2019-05-04T00:00:00,2.0,28.0,,265.8,2015-05-30,2019-05-04,41.3308,"GARRETT 1.3 S, IN US",0.998,METERS,-85.131
