,station,date,DAPR,MDPR,PRCP,SNOW,elevation,mindate,maxdate,latitude,name,datacoverage,elevationUnit,longitude
126,GHCND:US1INNB0024,2019-05-18T00:00:00,,,51.0,,296.6,2013-02-01,2020-03-22,41.497119,"KENDALLVILLE 4.5 NW, IN US",1,METERS,-85.307049
127,GHCND:US1INNB0024,2019-05-19T00:00:00,,,0.0,0.0,296.6,2013-02-01,2020-03-22,41.497119,"KENDALLVILLE 4.5 NW, IN US",1,METERS,-85.307049
128,GHCND:US1INNB0024,2019-05-20T00:00:00,,,25.0,,296.6,2013-02-01,2020-03-22,41.497119,"KENDALLVILLE 4.5 NW, IN US",1,METERS,-85.307049
129,GHCND:US1INNB0024,2019-05-21T00:00:00,,,38.0,0.0,296.6,2013-02-01,2020-03-22,41.497119,"KENDALLVILLE 4.5 NW, IN US",1,METERS,-85.307049
130,GHCND:US1INNB0024,2019-05-22T00:00:00,,,76.0,,296.6,2013-02-01,2020-03-22,41.497119,"KENDALLVILLE 4.5 NW, IN US",1,METERS,-85.307049
131,GHCND:US1INNB0024,2019-05-23T00:00:00,,,81.0,,296.6,2013-02-01,2020-03-22,41.497119,"KENDALLVILLE 4.5 NW, IN US",1,METERS,-85.307049
132,GHCND:US1INNB0024,2019-05-24T00:00:00,,,0.0,0.0,296.6,2013-02-01,2020-03-22,41.497119,"KENDALLVILLE 4.5 NW, IN US",1,METERS,-85.307049
133,GHCND:US1INNB0024,2019-05-25T00:00:00,,,56.0,,296.6,2013-02-01,2020-03-22,41.497119,"KENDALLVILLE 4.5 NW, IN US",1,METERS,-85.307049
134,GHCND:US1INNB0024,2019-05-26T00:00:00,,,135.0,,296.6,2013-02-01,2020-03-22,41.497119,"KENDALLVILLE 4.5 NW, IN US",1,METERS,-85.307049
135,GHCND:US1INNB0024,2019-05-27T00:00:00,,,13.0,,296.6,2013-02-01,2020-03-22,41.497119,"KENDALLVILLE 4.5 NW, IN US",1,METERS,-85.307049
136,GHCND:US1INNB0024,2019-05-28T00:00:00,,,84.0,,296.6,2013-02-01,2020-03-22,41.497119,"KENDALLVILLE 4.5 NW, IN US",1,METERS,-85.307049
137,GHCND:US1INNB0024,2019-05-29T00:00:00,,,74.0,,296.6,2013-02-01,2020-03-22,41.497119,"KENDALLVILLE 4.5 NW, IN US",1,METERS,-85.307049
138,GHCND:US1INNB0024,2019-05-30T00:00:00,,,0.0,0.0,296.6,2013-02-01,2020-03-22,41.497119,"KENDALLVILLE 4.5 NW, IN US",1,METERS,-85.307049
139,GHCND:US1INNB0024,2019-05-31T00:00:00,,,0.0,0.0,296.6,2013-02-01,2020-03-22,41.497119,"KENDALLVILLE 4.5 NW, IN US",1,METERS,-85.307049
140,GHCND:US1INNB0024,2019-06-01T00:00:00,,,0.0,0.0,296.6,2013-02-01,2020-03-22,41.497119,"KENDALLVILLE 4.5 NW, IN US",1,METERS,-85.307049
141,GHCND:US1INNB0024,2019-06-02T00:00:00,,,64.0,,296.6,2013-02-01,2020-03-22,41.497119,"KENDALLVILLE 4.5 NW, IN US",1,METERS,-85.307049
142,GHCND:US1INNB0024,2019-06-03T00:00:00,,,0.0,0.0,296.6,2013-02-01,2020-03-22,41.497119,"KENDALLVILLE 4.5 NW, IN US",1,METERS,-85.307049
143,GHCND:US1INNB0024,2019-06-04T00:00:00,,,0.0,0.0,296.6,2013-02-01,2020-03-22,41.497119,"KENDALLVILLE 4.5 NW, IN US",1,METERS,-85.307049
144,GHCND:US1INNB0024,2019-06-05T00:00:00,,,38.0,,296.6,2013-02-01,2020-03-22,41.497119,"KENDALLVILLE 4.5 NW, IN US",1,METERS,-85.307049
145,GHCND:US1INNB0024,2019-06-06T00:00:00,,,0.0,0.0,296.6,2013-02-01,2020-03-22,41.497119,"KENDALLVILLE 4.5 NW, IN US",1,METERS,-85.307049
